Item Name,Brand,Color,Location Found,Date Found,Lost Date,Item Category,Reported Lost Duration,Owner Information,Finder Information,Item Value,Condition When Found,Security Camera Coverage,Location Traffic,Weather Conditions,Event Occurrence,Found
Book,"Nguyen, Wright and Bryan",GreenYellow,Cafeteria,21-08-2024,15-08-2024,Books,20-08-2024,First Time Reporter,Information Desk,High,Damaged,Covered,Moderate Traffic,Snowy,During Event,Yes
Laptop,"Bryant, Chase and Nichols",GhostWhite,Lecture Hall 102,17-01-2024,07-01-2024,Clothing,11-01-2024,First Time Reporter,Security,Medium,Excellent,Covered,Moderate Traffic,Rainy,During Event,Yes
Water Bottle,-,PaleTurquoise,Student Center,10-10-2023,12-09-2023,Sporting Goods,26-09-2023,First Time Reporter,Housekeeping,Low,Damaged,Not Covered,Low Traffic,Rainy,Normal Day,Yes
Headphones,Rojas-Brown,DarkTurquoise,Gym Locker Room,04-08-2024,10-07-2024,Personal Accessories,26-07-2024,Repeat Reporter,Housekeeping,Medium,Excellent,Not Covered,High Traffic,Rainy,Normal Day,Yes
Laptop,Conley-Lawson,LawnGreen,Bus Stop,15-07-2024,11-07-2024,Electronics,15-07-2024,First Time Reporter,None,Medium,Good,Not Covered,Low Traffic,Snowy,Normal Day,No
Book,Wade Ltd,Coral,Classroom 204,17-09-2024,28-08-2024,Books,17-09-2024,Repeat Reporter,Information Desk,High,Damaged,Covered,Low Traffic,Sunny,During Event,Yes
Headphones,-,Peru,Science Building,12-05-2023,09-05-2023,Clothing,12-05-2023,First Time Reporter,Security,High,Good,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Water Bottle,-,SeaGreen,Quad,17-04-2024,13-04-2024,Clothing,17-04-2024,Repeat Reporter,Security,High,Good,Not Covered,High Traffic,Cloudy,During Event,No
Hat,-,Teal,Dormitory Lounge,18-03-2023,02-03-2023,Electronics,11-03-2023,Repeat Reporter,Information Desk,High,Good,Covered,Low Traffic,Sunny,During Event,Yes
Backpack,Rodriguez and Sons,Aqua,Outdoor Amphitheater,31-07-2023,30-07-2023,Personal Accessories,30-07-2023,Repeat Reporter,Information Desk,Low,Good,Covered,High Traffic,Snowy,During Event,Yes
ID Card,-,PaleTurquoise,Library Study Room,13-11-2023,28-10-2023,Sporting Goods,07-11-2023,First Time Reporter,Security,Low,Excellent,Covered,Moderate Traffic,Cloudy,During Event,No
Charger,Rhodes-Serrano,LightSeaGreen,Coffee Shop,16-06-2023,25-05-2023,Personal Accessories,26-05-2023,First Time Reporter,Security,Medium,Damaged,Covered,High Traffic,Rainy,During Event,No
Book,-,Gray,Basketball Court,24-11-2023,01-11-2023,Sporting Goods,14-11-2023,First Time Reporter,Housekeeping,Low,Good,Covered,Low Traffic,Sunny,During Event,Yes
ID Card,-,MediumPurple,Park,05-12-2023,10-11-2023,Sporting Goods,20-11-2023,First Time Reporter,Housekeeping,Medium,Excellent,Covered,High Traffic,Rainy,Normal Day,No
Charger,-,Teal,Stadium Bleachers,13-05-2023,07-05-2023,Electronics,12-05-2023,First Time Reporter,Information Desk,Medium,Damaged,Covered,Moderate Traffic,Cloudy,During Event,Yes
Gloves,"Lewis, Smith and Brown",White,Common Area,18-05-2023,23-04-2023,Sporting Goods,17-05-2023,First Time Reporter,None,High,Good,Covered,Moderate Traffic,Cloudy,During Event,Yes
Charger,-,MediumOrchid,Fitness Center,02-04-2023,23-03-2023,Clothing,31-03-2023,First Time Reporter,None,Medium,Damaged,Not Covered,Low Traffic,Sunny,Normal Day,Yes
Phone Charger,-,LightCyan,Cafeteria,19-10-2023,17-10-2023,Electronics,18-10-2023,First Time Reporter,Information Desk,Low,Good,Not Covered,High Traffic,Snowy,Normal Day,No
Headphones,Salas PLC,AntiqueWhite,Skate Park,01-11-2023,16-10-2023,Books,29-10-2023,Repeat Reporter,Information Desk,Medium,Good,Not Covered,High Traffic,Sunny,Normal Day,Yes
Charger,"Smith, Carter and Hernandez",RosyBrown,Library Stacks,20-08-2023,22-07-2023,Electronics,05-08-2023,First Time Reporter,Housekeeping,High,Good,Covered,Low Traffic,Sunny,Normal Day,Yes
Cell Phone,"Bell, Jordan and Roberts",Black,Art Studio,16-09-2023,06-09-2023,Electronics,09-09-2023,Repeat Reporter,Security,Medium,Damaged,Not Covered,High Traffic,Cloudy,During Event,Yes
Laptop,-,PowderBlue,Student Lounge,28-02-2023,12-02-2023,Clothing,12-02-2023,Repeat Reporter,Security,High,Excellent,Not Covered,Moderate Traffic,Rainy,During Event,Yes
Tablet,"Deleon, Roberts and York",OrangeRed,Auditorium,10-01-2023,02-01-2023,Clothing,06-01-2023,Repeat Reporter,Housekeeping,Medium,Damaged,Covered,High Traffic,Rainy,Normal Day,Yes
Book,Rogers Group,BurlyWood,Bus Station,27-09-2023,21-09-2023,Clothing,27-09-2023,Repeat Reporter,Housekeeping,Low,Damaged,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Umbrella,-,Tan,Soccer Field,14-07-2023,14-06-2023,Books,10-07-2023,First Time Reporter,None,Medium,Damaged,Not Covered,Low Traffic,Snowy,During Event,Yes
Wallet,-,Silver,Chemistry Lab,15-03-2024,26-02-2024,Clothing,08-03-2024,Repeat Reporter,None,High,Good,Covered,High Traffic,Snowy,During Event,Yes
Jacket,Perez LLC,HotPink,Outdoor Concert Venue,22-06-2023,08-06-2023,Books,11-06-2023,First Time Reporter,Information Desk,High,Excellent,Not Covered,High Traffic,Rainy,During Event,Yes
Wallet,"Chan, Gordon and Sanders",DarkOliveGreen,Study Lounge,06-10-2024,16-09-2024,Books,19-09-2024,First Time Reporter,None,High,Excellent,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Laptop,Johnson Ltd,OrangeRed,Beach,27-06-2024,20-06-2024,Clothing,21-06-2024,Repeat Reporter,None,Medium,Good,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Umbrella,-,DarkGreen,Dormitory Hallway,17-08-2023,07-08-2023,Sporting Goods,09-08-2023,Repeat Reporter,Security,Low,Excellent,Covered,Low Traffic,Snowy,Normal Day,Yes
Laptop,"Williams, Orr and Ward",BurlyWood,Lecture Hall Lobby,09-06-2024,18-05-2024,Personal Accessories,03-06-2024,First Time Reporter,Housekeeping,High,Good,Covered,Moderate Traffic,Cloudy,Normal Day,No
Laptop,Ross-Jordan,Cornsilk,Bookstore,31-08-2024,07-08-2024,Books,22-08-2024,Repeat Reporter,Housekeeping,High,Excellent,Covered,Low Traffic,Sunny,During Event,Yes
Hat,Kelley-Campbell,Lime,Music Studio,01-01-2023,15-12-2022,Clothing,20-12-2022,Repeat Reporter,None,Medium,Good,Covered,Low Traffic,Sunny,Normal Day,Yes
ID Card,Miller-Torres,BurlyWood,Computer Lab,17-06-2023,27-05-2023,Sporting Goods,28-05-2023,First Time Reporter,Security,High,Excellent,Covered,Moderate Traffic,Cloudy,During Event,Yes
ID Card,-,Ivory,Botanical Garden,27-01-2024,08-01-2024,Sporting Goods,11-01-2024,First Time Reporter,None,High,Damaged,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Gloves,Brown Inc,LightSteelBlue,Theme Park Entrance,13-04-2024,19-03-2024,Clothing,21-03-2024,First Time Reporter,None,Medium,Excellent,Covered,High Traffic,Snowy,During Event,Yes
Tablet,-,Purple,Shopping Mall,10-07-2024,14-06-2024,Personal Accessories,19-06-2024,Repeat Reporter,Security,Low,Good,Not Covered,High Traffic,Cloudy,Normal Day,Yes
Cell Phone,Burke-Gonzalez,Cornsilk,Rooftop Bar,13-09-2023,21-08-2023,Sporting Goods,06-09-2023,First Time Reporter,Housekeeping,High,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Watch,-,MediumSpringGreen,Gym,24-01-2023,16-01-2023,Sporting Goods,22-01-2023,First Time Reporter,Housekeeping,Medium,Excellent,Covered,Moderate Traffic,Sunny,During Event,Yes
Scarf,Miller-Arias,SlateGray,Ice Skating Rink,06-09-2024,27-08-2024,Sporting Goods,03-09-2024,First Time Reporter,Information Desk,Low,Excellent,Not Covered,Moderate Traffic,Sunny,Normal Day,Yes
Coffee Mug,-,SlateBlue,Student Center,12-03-2023,15-02-2023,Personal Accessories,03-03-2023,First Time Reporter,None,Low,Excellent,Not Covered,High Traffic,Cloudy,During Event,Yes
Book,"Bennett, Cole and Johnson",OrangeRed,Coffee Shop Patio,23-03-2023,02-03-2023,Sporting Goods,11-03-2023,Repeat Reporter,Security,High,Damaged,Covered,High Traffic,Rainy,During Event,Yes
Charger,"Frost, May and Stein",OrangeRed,Rooftop Pool,06-05-2024,09-04-2024,Sporting Goods,03-05-2024,First Time Reporter,Security,Low,Good,Covered,High Traffic,Cloudy,Normal Day,Yes
Phone Charger,"Nelson, Brown and Moses",DarkSalmon,Campus Trail,02-10-2023,16-09-2023,Personal Accessories,24-09-2023,First Time Reporter,Security,Low,Damaged,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Tablet,"Lutz, Schaefer and Cole",Wheat,Stadium Stands,12-03-2023,10-02-2023,Books,05-03-2023,Repeat Reporter,None,Low,Good,Covered,Moderate Traffic,Snowy,During Event,Yes
Gloves,Pineda Inc,AntiqueWhite,Study Lounge,27-05-2024,02-05-2024,Sporting Goods,10-05-2024,First Time Reporter,Security,Low,Damaged,Covered,Moderate Traffic,Sunny,During Event,Yes
Book,-,White,Library,10-11-2024,08-11-2024,Electronics,10-11-2024,Repeat Reporter,None,Low,Excellent,Covered,High Traffic,Cloudy,Normal Day,Yes
Tumbler,-,LightSkyBlue,Park,11-09-2024,22-08-2024,Personal Accessories,22-08-2024,Repeat Reporter,Information Desk,Low,Excellent,Covered,Low Traffic,Rainy,During Event,No
Necklace,Edwards-Warren,DarkOliveGreen,Student Union,22-10-2024,15-10-2024,Clothing,21-10-2024,First Time Reporter,Security,High,Damaged,Not Covered,Low Traffic,Rainy,Normal Day,Yes
Backpack,-,DarkCyan,Bus Stop,10-07-2024,07-07-2024,Clothing,08-07-2024,Repeat Reporter,Security,Medium,Damaged,Covered,Low Traffic,Rainy,Normal Day,Yes
Water Bottle,Heath Ltd,Violet,Cafeteria,21-08-2024,14-08-2024,Sporting Goods,20-08-2024,Repeat Reporter,Housekeeping,Medium,Good,Not Covered,Moderate Traffic,Snowy,Normal Day,No
Backpack,-,OldLace,Bus Stop,24-01-2024,22-01-2024,Clothing,24-01-2024,First Time Reporter,Housekeeping,Low,Damaged,Not Covered,Low Traffic,Cloudy,Normal Day,No
Hat,-,MediumPurple,Cafeteria,15-12-2023,28-11-2023,Clothing,04-12-2023,First Time Reporter,Information Desk,High,Excellent,Not Covered,High Traffic,Sunny,During Event,Yes
Coffee Mug,-,Brown,Library Study Room,11-12-2024,04-12-2024,Books,06-12-2024,First Time Reporter,Information Desk,Low,Damaged,Not Covered,Low Traffic,Snowy,During Event,Yes
Sunglasses,"Sanders, Nguyen and Lozano",DarkSalmon,Student Union,23-07-2023,11-07-2023,Electronics,23-07-2023,First Time Reporter,Information Desk,Medium,Excellent,Covered,Low Traffic,Snowy,Normal Day,No
Wallet,Carter LLC,AntiqueWhite,Outdoor Patio,02-03-2024,09-02-2024,Sporting Goods,24-02-2024,Repeat Reporter,None,High,Good,Covered,High Traffic,Sunny,Normal Day,No
Wallet,-,LightSlateGray,Computer Lab,03-02-2024,16-01-2024,Electronics,23-01-2024,Repeat Reporter,None,Medium,Damaged,Covered,Low Traffic,Snowy,During Event,Yes
Notebook,-,PapayaWhip,Library,06-06-2024,05-06-2024,Books,06-06-2024,First Time Reporter,Housekeeping,Medium,Good,Covered,Low Traffic,Sunny,During Event,Yes
Backpack,-,Silver,Gym,17-06-2023,24-05-2023,Electronics,17-06-2023,Repeat Reporter,None,Low,Good,Covered,Moderate Traffic,Cloudy,During Event,Yes
Tumbler,Grant-Johnson,OldLace,Quad,12-10-2024,06-10-2024,Personal Accessories,12-10-2024,First Time Reporter,Housekeeping,High,Damaged,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Hat,Kelley-Jackson,DarkSlateBlue,Cafeteria,09-04-2024,19-03-2024,Sporting Goods,31-03-2024,Repeat Reporter,Security,Medium,Excellent,Covered,Low Traffic,Cloudy,Normal Day,Yes
Hat,Mcfarland-Reed,LightGray,Baseball Field,05-04-2024,20-03-2024,Electronics,21-03-2024,First Time Reporter,Housekeeping,Low,Damaged,Not Covered,High Traffic,Sunny,Normal Day,Yes
Gloves,"Horton, Moore and Santos",LightSkyBlue,Football Stadium,09-09-2024,30-08-2024,Electronics,07-09-2024,Repeat Reporter,Security,Medium,Good,Not Covered,Moderate Traffic,Cloudy,During Event,Yes
Umbrella,-,YellowGreen,Shopping Mall,13-10-2023,28-09-2023,Personal Accessories,28-09-2023,First Time Reporter,Housekeeping,Low,Excellent,Not Covered,Moderate Traffic,Snowy,During Event,No
Tablet,Vincent PLC,Sienna,Rooftop Bar,25-07-2023,03-07-2023,Sporting Goods,07-07-2023,First Time Reporter,Housekeeping,Low,Good,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Hat,Grimes-Hill,Teal,Library Stacks,21-09-2023,07-09-2023,Clothing,19-09-2023,First Time Reporter,Housekeeping,Low,Damaged,Covered,Low Traffic,Rainy,Normal Day,Yes
Earbuds,-,Cyan,Bus Ride,21-04-2023,12-04-2023,Books,21-04-2023,Repeat Reporter,Information Desk,Low,Good,Covered,High Traffic,Rainy,Normal Day,No
Keys,Cruz Inc,BlueViolet,Coffee Shop,03-09-2024,29-08-2024,Books,29-08-2024,First Time Reporter,Housekeeping,Medium,Excellent,Covered,High Traffic,Snowy,Normal Day,No
ID Card,"Velazquez, Gates and Wiggins",OrangeRed,Park,07-08-2024,19-07-2024,Books,03-08-2024,Repeat Reporter,Information Desk,Medium,Damaged,Covered,High Traffic,Sunny,During Event,Yes
Water Bottle,-,SaddleBrown,Classroom 303,15-07-2023,06-07-2023,Clothing,07-07-2023,First Time Reporter,None,High,Damaged,Not Covered,High Traffic,Rainy,Normal Day,Yes
Scarf,-,Magenta,Student Lounge,28-05-2024,05-05-2024,Clothing,24-05-2024,First Time Reporter,Housekeeping,Low,Excellent,Covered,High Traffic,Rainy,During Event,Yes
Keys,-,LightSteelBlue,Dormitory Lounge,02-07-2024,22-06-2024,Books,27-06-2024,First Time Reporter,Information Desk,Low,Excellent,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Book,Jenkins-Green,MediumBlue,Soccer Field,11-03-2023,01-03-2023,Sporting Goods,07-03-2023,Repeat Reporter,Housekeeping,Low,Excellent,Not Covered,Moderate Traffic,Snowy,Normal Day,Yes
Scarf,"Holden, Jones and Shaw",WhiteSmoke,Science Building,08-09-2023,30-08-2023,Clothing,07-09-2023,First Time Reporter,Security,High,Damaged,Covered,High Traffic,Rainy,Normal Day,Yes
Notebook,-,DarkGoldenRod,Hiking Trail,15-01-2024,05-01-2024,Personal Accessories,07-01-2024,First Time Reporter,Housekeeping,Low,Damaged,Covered,High Traffic,Cloudy,Normal Day,Yes
Headphones,Chen Group,MidnightBlue,Student Center,02-07-2024,15-06-2024,Electronics,24-06-2024,Repeat Reporter,Information Desk,Low,Damaged,Not Covered,Low Traffic,Sunny,Normal Day,Yes
Jacket,"West, Gray and Barrera",DeepSkyBlue,Outdoor Concert Venue,27-10-2023,02-10-2023,Books,02-10-2023,Repeat Reporter,Security,Low,Good,Not Covered,High Traffic,Rainy,During Event,Yes
Backpack,"Wilson, Poole and Marshall",Crimson,Library,22-11-2023,03-11-2023,Clothing,17-11-2023,Repeat Reporter,Security,Medium,Excellent,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Jacket,Schroeder Group,RoyalBlue,Classroom 201,02-12-2023,06-11-2023,Sporting Goods,18-11-2023,First Time Reporter,Security,High,Excellent,Not Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Tablet,-,DarkOrange,Library Study Room,17-09-2024,11-09-2024,Clothing,15-09-2024,Repeat Reporter,Security,High,Damaged,Not Covered,High Traffic,Cloudy,During Event,Yes
Necklace,Gordon Ltd,MediumSeaGreen,Bus Stop,22-01-2024,08-01-2024,Clothing,09-01-2024,Repeat Reporter,None,High,Damaged,Not Covered,Low Traffic,Sunny,During Event,Yes
Jacket,-,PapayaWhip,Beach,22-10-2024,25-09-2024,Clothing,03-10-2024,First Time Reporter,Housekeeping,High,Damaged,Not Covered,High Traffic,Cloudy,Normal Day,No
Water Bottle,Townsend-Mccann,Orchid,Study Lounge,29-11-2024,03-11-2024,Personal Accessories,04-11-2024,Repeat Reporter,Security,Low,Good,Not Covered,High Traffic,Rainy,Normal Day,Yes
Watch,-,DarkKhaki,Coffee Shop,31-03-2023,08-03-2023,Electronics,27-03-2023,Repeat Reporter,Security,High,Excellent,Covered,Moderate Traffic,Snowy,Normal Day,Yes
Scarf,-,Blue,Library Entrance,29-04-2024,28-04-2024,Electronics,29-04-2024,Repeat Reporter,Housekeeping,High,Good,Not Covered,Low Traffic,Cloudy,Normal Day,No
ID Card,-,MidnightBlue,Bookstore,20-02-2023,28-01-2023,Personal Accessories,06-02-2023,First Time Reporter,Housekeeping,High,Damaged,Covered,High Traffic,Sunny,Normal Day,Yes
Laptop,"Jennings, Schmidt and Davis",MistyRose,Gym,04-02-2023,22-01-2023,Sporting Goods,26-01-2023,Repeat Reporter,Housekeeping,High,Excellent,Covered,High Traffic,Cloudy,Normal Day,Yes
ID Card,"Mendoza, Dean and Brown",DimGray,Lecture Hall 104,30-07-2024,20-07-2024,Clothing,25-07-2024,Repeat Reporter,None,Medium,Excellent,Not Covered,High Traffic,Snowy,During Event,Yes
Backpack,Baker-Moore,DarkSeaGreen,Student Lounge,25-02-2023,28-01-2023,Books,06-02-2023,Repeat Reporter,Housekeeping,Low,Good,Covered,Moderate Traffic,Rainy,During Event,Yes
Wallet,-,Violet,Trailhead,28-04-2024,15-04-2024,Clothing,20-04-2024,First Time Reporter,None,Medium,Damaged,Not Covered,Low Traffic,Cloudy,During Event,No
Keys,-,Sienna,Shopping Mall,14-03-2023,05-03-2023,Electronics,13-03-2023,Repeat Reporter,Information Desk,Low,Excellent,Not Covered,Low Traffic,Rainy,Normal Day,Yes
Charger,-,PaleVioletRed,Library,22-02-2023,06-02-2023,Clothing,15-02-2023,First Time Reporter,None,Medium,Good,Covered,Low Traffic,Snowy,Normal Day,Yes
Keys,-,Lime,Cafeteria,06-01-2023,11-12-2022,Sporting Goods,13-12-2022,Repeat Reporter,None,Medium,Good,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Tumbler,-,LimeGreen,Lecture Hall 102,15-06-2024,02-06-2024,Electronics,07-06-2024,Repeat Reporter,None,High,Damaged,Not Covered,High Traffic,Rainy,During Event,Yes
Necklace,-,SlateBlue,Student Center,18-06-2023,20-05-2023,Sporting Goods,08-06-2023,Repeat Reporter,Information Desk,Medium,Excellent,Covered,High Traffic,Snowy,Normal Day,Yes
Keys,Mcintosh and Sons,SlateGray,Gym Locker Room,24-10-2024,13-10-2024,Sporting Goods,20-10-2024,First Time Reporter,None,High,Damaged,Covered,High Traffic,Rainy,During Event,Yes
Phone Charger,Pace Ltd,GhostWhite,Bus Stop,07-01-2024,16-12-2023,Sporting Goods,02-01-2024,Repeat Reporter,Security,Low,Excellent,Covered,Moderate Traffic,Snowy,Normal Day,Yes
Headphones,-,SeaGreen,Classroom 204,06-10-2023,25-09-2023,Personal Accessories,27-09-2023,Repeat Reporter,Housekeeping,Medium,Excellent,Covered,Low Traffic,Snowy,During Event,No
Phone Charger,James-Pruitt,Navy,Science Building,27-12-2023,20-12-2023,Personal Accessories,26-12-2023,Repeat Reporter,Information Desk,Medium,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Laptop,"Williams, Jacobson and Solis",Aqua,Quad,24-04-2023,26-03-2023,Clothing,01-04-2023,First Time Reporter,None,High,Excellent,Covered,Low Traffic,Rainy,During Event,Yes
Coffee Mug,-,LightCoral,Dormitory Lounge,05-08-2023,16-07-2023,Sporting Goods,03-08-2023,Repeat Reporter,None,Medium,Good,Covered,Low Traffic,Cloudy,During Event,Yes
Hat,-,BurlyWood,Outdoor Amphitheater,08-07-2024,25-06-2024,Sporting Goods,04-07-2024,First Time Reporter,Information Desk,Low,Good,Covered,Moderate Traffic,Sunny,Normal Day,Yes
Notebook,Jones Group,DarkKhaki,Library Study Room,02-03-2024,26-02-2024,Personal Accessories,26-02-2024,First Time Reporter,Security,Medium,Damaged,Not Covered,High Traffic,Snowy,During Event,Yes
Tumbler,-,Turquoise,Coffee Shop,26-05-2024,09-05-2024,Electronics,26-05-2024,First Time Reporter,Housekeeping,High,Good,Covered,High Traffic,Snowy,Normal Day,Yes
Charger,-,Orchid,Basketball Court,04-09-2023,19-08-2023,Personal Accessories,20-08-2023,Repeat Reporter,Housekeeping,Medium,Damaged,Not Covered,High Traffic,Rainy,Normal Day,Yes
Keys,-,DarkTurquoise,Park,24-02-2023,16-02-2023,Clothing,22-02-2023,First Time Reporter,Security,Medium,Good,Not Covered,Moderate Traffic,Cloudy,Normal Day,Yes
ID Card,-,Green,Stadium Bleachers,22-12-2023,08-12-2023,Electronics,19-12-2023,Repeat Reporter,Information Desk,Medium,Damaged,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Gloves,-,WhiteSmoke,Common Area,20-07-2024,07-07-2024,Personal Accessories,16-07-2024,First Time Reporter,Information Desk,High,Excellent,Not Covered,Moderate Traffic,Sunny,During Event,No
Coffee Mug,"Herring, Walsh and Santos",Wheat,Fitness Center,08-05-2024,06-05-2024,Books,06-05-2024,Repeat Reporter,None,Low,Excellent,Covered,Moderate Traffic,Snowy,Normal Day,Yes
Headphones,"Hensley, Davis and Richardson",DarkSlateBlue,Cafeteria,26-03-2024,28-02-2024,Personal Accessories,06-03-2024,First Time Reporter,Information Desk,Medium,Good,Not Covered,High Traffic,Sunny,Normal Day,Yes
ID Card,"Lambert, Williams and Miller",Khaki,Skate Park,03-08-2023,29-07-2023,Sporting Goods,02-08-2023,First Time Reporter,Information Desk,Medium,Good,Covered,High Traffic,Rainy,During Event,Yes
Wallet,Davis PLC,DarkGoldenRod,Library Stacks,22-02-2024,16-02-2024,Clothing,22-02-2024,Repeat Reporter,Housekeeping,High,Excellent,Not Covered,Moderate Traffic,Rainy,Normal Day,No
Earbuds,-,Violet,Art Studio,06-08-2024,13-07-2024,Clothing,28-07-2024,First Time Reporter,Housekeeping,Low,Damaged,Covered,Moderate Traffic,Sunny,Normal Day,Yes
Keys,-,MediumBlue,Student Lounge,25-01-2024,26-12-2023,Clothing,14-01-2024,First Time Reporter,None,High,Damaged,Not Covered,Moderate Traffic,Sunny,During Event,Yes
Water Bottle,"Tucker, Hansen and Lewis",MistyRose,Auditorium,22-07-2024,10-07-2024,Clothing,19-07-2024,First Time Reporter,None,Low,Good,Not Covered,Low Traffic,Sunny,Normal Day,No
Necklace,-,Salmon,Bus Station,14-08-2024,08-08-2024,Electronics,10-08-2024,First Time Reporter,Information Desk,Low,Damaged,Not Covered,Low Traffic,Sunny,Normal Day,No
Tumbler,Thompson-Hayes,Orange,Soccer Field,11-05-2024,07-05-2024,Sporting Goods,09-05-2024,Repeat Reporter,Information Desk,Medium,Excellent,Covered,High Traffic,Snowy,Normal Day,No
Wallet,-,Peru,Chemistry Lab,17-06-2024,18-05-2024,Sporting Goods,08-06-2024,First Time Reporter,Information Desk,Low,Damaged,Not Covered,Moderate Traffic,Rainy,Normal Day,Yes
Umbrella,-,Green,Outdoor Concert Venue,03-07-2023,02-07-2023,Clothing,02-07-2023,Repeat Reporter,None,High,Excellent,Not Covered,High Traffic,Snowy,Normal Day,Yes
Sunglasses,-,SaddleBrown,Study Lounge,15-12-2024,13-12-2024,Clothing,14-12-2024,Repeat Reporter,Housekeeping,Medium,Excellent,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Water Bottle,-,Aqua,Beach,07-08-2024,13-07-2024,Clothing,25-07-2024,First Time Reporter,None,High,Excellent,Covered,Moderate Traffic,Rainy,During Event,No
Laptop,Hansen PLC,SteelBlue,Dormitory Hallway,31-12-2023,10-12-2023,Electronics,15-12-2023,First Time Reporter,Security,Medium,Damaged,Not Covered,Moderate Traffic,Sunny,Normal Day,Yes
Jacket,-,Sienna,Lecture Hall Lobby,24-11-2023,01-11-2023,Clothing,07-11-2023,Repeat Reporter,Information Desk,Medium,Excellent,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Backpack,-,Tomato,Bookstore,30-10-2024,18-10-2024,Personal Accessories,23-10-2024,First Time Reporter,Information Desk,Medium,Good,Not Covered,Low Traffic,Sunny,During Event,Yes
Earbuds,Forbes Ltd,MediumTurquoise,Music Studio,29-08-2024,01-08-2024,Clothing,27-08-2024,Repeat Reporter,None,Low,Damaged,Not Covered,Moderate Traffic,Snowy,During Event,No
Hat,"Morris, Kelly and Colon",LightSlateGray,Computer Lab,02-05-2023,21-04-2023,Sporting Goods,25-04-2023,Repeat Reporter,Security,Medium,Excellent,Covered,High Traffic,Snowy,Normal Day,Yes
Gloves,-,Navy,Botanical Garden,09-12-2023,07-12-2023,Books,07-12-2023,Repeat Reporter,Information Desk,Low,Good,Covered,High Traffic,Rainy,During Event,Yes
Notebook,-,YellowGreen,Theme Park Entrance,27-10-2024,04-10-2024,Personal Accessories,08-10-2024,Repeat Reporter,Housekeeping,Medium,Good,Covered,Moderate Traffic,Cloudy,Normal Day,Yes
Umbrella,Schneider-Lynch,DeepPink,Shopping Mall,18-09-2023,19-08-2023,Clothing,22-08-2023,First Time Reporter,Security,High,Excellent,Covered,Moderate Traffic,Sunny,During Event,Yes
Keys,-,Silver,Rooftop Bar,17-12-2024,13-12-2024,Clothing,16-12-2024,Repeat Reporter,Information Desk,High,Excellent,Covered,Moderate Traffic,Sunny,During Event,Yes
Umbrella,"Taylor, Johnson and Buchanan",DarkBlue,Gym,31-05-2024,23-05-2024,Books,26-05-2024,First Time Reporter,Information Desk,High,Good,Not Covered,Moderate Traffic,Snowy,During Event,Yes
Keys,"Torres, Haynes and Contreras",Violet,Ice Skating Rink,18-12-2023,06-12-2023,Clothing,14-12-2023,First Time Reporter,Security,Medium,Damaged,Not Covered,Low Traffic,Rainy,Normal Day,Yes
Scarf,"Burton, Ford and Gregory",SteelBlue,Student Center,11-11-2024,28-10-2024,Electronics,29-10-2024,First Time Reporter,Information Desk,High,Damaged,Covered,Low Traffic,Snowy,Normal Day,Yes
Laptop,Sanders LLC,Black,Coffee Shop Patio,22-08-2024,27-07-2024,Clothing,21-08-2024,Repeat Reporter,Security,Medium,Good,Not Covered,High Traffic,Snowy,During Event,Yes
Sunglasses,-,YellowGreen,Rooftop Pool,12-10-2024,05-10-2024,Personal Accessories,10-10-2024,First Time Reporter,Information Desk,Low,Excellent,Covered,High Traffic,Snowy,During Event,Yes
Water Bottle,Cisneros LLC,LightBlue,Campus Trail,14-08-2024,11-08-2024,Personal Accessories,14-08-2024,Repeat Reporter,None,Low,Excellent,Covered,Moderate Traffic,Cloudy,During Event,Yes
Umbrella,-,DimGray,Stadium Stands,24-09-2023,14-09-2023,Books,16-09-2023,First Time Reporter,Security,Medium,Good,Covered,Low Traffic,Cloudy,During Event,Yes
Water Bottle,-,DeepPink,Study Lounge,23-08-2024,06-08-2024,Clothing,11-08-2024,First Time Reporter,Housekeeping,Medium,Good,Covered,High Traffic,Sunny,During Event,Yes
Watch,"Heath, Meyer and Hickman",DarkBlue,Library,07-08-2023,13-07-2023,Books,28-07-2023,Repeat Reporter,Security,High,Excellent,Not Covered,Low Traffic,Cloudy,Normal Day,Yes
Necklace,"Harvey, Morse and Ball",DarkOliveGreen,Park,16-08-2024,19-07-2024,Electronics,09-08-2024,First Time Reporter,Housekeeping,Low,Good,Covered,Low Traffic,Cloudy,Normal Day,Yes
